WARNING:root:DB server started with /apps/openquake/3.3.2/oqenv/bin/python3.6 on tcp://10.9.65.39:1908, pid 50648
[2019-07-04 09:06:04,683 #2 INFO] hxr547 running /short/y57/hxr547/York/job_PSHA.ini [--hc=None]
[2019-07-04 09:06:05,359 #2 INFO] Using engine version 3.3.2
[2019-07-04 09:06:06,626 #2 WARNING] Using celery@r3737, celery@r3744, celery@r3747, celery@r3748, celery@r3758, 280 cores
[2019-07-04 09:06:06,765 #2 INFO] zipping the input files
[2019-07-04 09:06:51,695 #2 INFO] Reading the risk model if present
[2019-07-04 09:06:51,837 #2 INFO] Read 1 hazard sites
[2019-07-04 09:06:57,092 #2 INFO] Read 3 TRTs from 20 model file(s)
[2019-07-04 09:06:57,189 #2 INFO] Potential number of logic tree paths = 5,880
[2019-07-04 09:06:57,262 #2 INFO] Removing nodal plane and hypocenter distributions
[2019-07-04 09:06:57,330 #2 INFO] Reading the source model(s) in parallel
[2019-07-04 09:07:29,141 #2 INFO] Sent 9.75 KB of data in 20 read_source_models task(s)
[2019-07-04 09:07:29,476 #2 INFO] read_source_models   5%
[2019-07-04 09:07:32,549 #2 INFO] read_source_models  10%
[2019-07-04 09:07:32,670 #2 INFO] read_source_models  15%
[2019-07-04 09:07:34,882 #2 INFO] read_source_models  20%
[2019-07-04 09:07:35,101 #2 INFO] read_source_models  25%
[2019-07-04 09:07:35,929 #2 INFO] read_source_models  30%
[2019-07-04 09:07:43,092 #2 INFO] read_source_models  35%
WARNING:root:<AreaSource NSHMB_EBGZ>.count_ruptures took 29 seconds, perhaps the area discretization is too small
[2019-07-04 09:07:51,118 #2 INFO] read_source_models  40%
[2019-07-04 09:07:55,087 #2 INFO] read_source_models  45%
[2019-07-04 09:07:57,811 #2 INFO] read_source_models  50%
[2019-07-04 09:08:17,391 #2 INFO] read_source_models  55%
[2019-07-04 09:08:21,954 #2 INFO] read_source_models  60%
[2019-07-04 09:08:32,780 #2 INFO] read_source_models  65%
[2019-07-04 09:08:43,849 #2 INFO] read_source_models  70%
[2019-07-04 09:08:44,080 #2 INFO] read_source_models  75%
[2019-07-04 09:08:44,122 #2 INFO] read_source_models  80%
[2019-07-04 09:09:01,027 #2 INFO] read_source_models  85%
[2019-07-04 09:09:17,363 #2 INFO] read_source_models  90%
[2019-07-04 09:09:17,517 #2 INFO] read_source_models  95%
[2019-07-04 09:09:17,592 #2 INFO] read_source_models 100%
[2019-07-04 09:09:17,658 #2 INFO] Received 793.26 MB from 20 read_source_models outputs in 140 seconds, biggest output=96.41 MB
[2019-07-04 09:09:18,575 #2 INFO] Processed source model 1 with 294 gsim path(s) and 66378 sources
[2019-07-04 09:09:18,781 #2 INFO] Processed source model 2 with 294 gsim path(s) and 96 sources
[2019-07-04 09:09:18,836 #2 INFO] Processed source model 3 with 294 gsim path(s) and 127 sources
[2019-07-04 09:09:21,292 #2 INFO] Processed source model 4 with 294 gsim path(s) and 153357 sources
[2019-07-04 09:09:24,117 #2 INFO] Processed source model 5 with 294 gsim path(s) and 155018 sources
[2019-07-04 09:09:27,039 #2 INFO] Processed source model 6 with 294 gsim path(s) and 157927 sources
[2019-07-04 09:09:27,339 #2 INFO] Processed source model 7 with 294 gsim path(s) and 70 sources
